agent,structure,stakes,K,reward_mean,reward_std,penalty_mean,penalty_std,utility_mean,utility_std,cog_mean,cog_std,cau_mean,cau_std,dual_mean,dual_rate_mean,dual_rate_std,dual_rate_cond_mean,dual_rate_cond_std,E_abs_mean,expansions_mean,revisions_mean
Network-Full,unstructured,1.0,20,43.25510384161518,34.485224648630705,0.552942182524486,0.7065172420581132,42.7021616590907,34.46181565193712,3.7100999999999997,6.993265954986392,38.9920616590907,33.58568330071339,21.21,0.265125,0.26947675988137004,0.2119007070373845,0.241058097698492,0.6372991781706907,0.08,0.07
Network-Full,unstructured,1.0,50,28.036599105211927,35.6922796731317,0.3593666290087684,0.5264904674326273,27.67723247620316,35.61920564707515,6.5938099999999995,10.38952661903206,21.083422476203157,32.13542841488735,9.63,0.120375,0.17777964704667515,0.11129311233010472,0.1969086182686575,0.5243165880013868,0.18,0.17
Network-Full,unstructured,1.0,100,16.923214134842354,27.990543145968633,0.29855318496956956,0.44848352800679503,16.624660949872787,27.81764178987453,5.980689999999999,10.132510797652548,10.643970949872788,26.837563379865266,7.19,0.08987500000000001,0.14029747211485377,0.07523670487771233,0.16145907717504276,0.5236701522700625,0.15,0.1
Network-Full,unstructured,1.0,200,11.208091152085979,32.111872411822986,0.24258990636729344,0.30194242643522845,10.965501245718686,32.075425778132384,9.58399,13.67385653040284,1.3815112457186849,28.72782234663824,5.56,0.0695,0.1302231961214315,0.058163069118778346,0.159110503048909,0.5370398387393055,0.25,0.21
Network-NoTest,structured,0.0,20,82.75778816952825,37.419210343147256,0.0,0.0,82.75778816952825,37.419210343147256,1.6740799999999998,0.08143866502845043,81.08370816952825,37.44713827327667,0.0,0.0,0.0,0.0,0.0,32.265022524240706,0.0,0.0
Network-NoTest,structured,0.0,50,92.7587533146584,33.05647893906851,0.0,0.0,92.7587533146584,33.05647893906851,1.75234,0.020387766187128238,91.0064133146584,33.05901151426091,0.0,0.0,0.0,0.0,0.0,30.631652346441093,0.0,0.0
Network-NoTest,structured,0.0,100,91.33861911059245,33.688141860352054,0.0,0.0,91.33861911059245,33.688141860352054,1.7488,0.020902370461483296,89.58981911059246,33.68804669195804,0.0,0.0,0.0,0.0,0.0,30.474373583373893,0.0,0.0
Network-NoTest,structured,0.0,200,84.70706020200792,32.51416570810901,0.0,0.0,84.70706020200792,32.51416570810901,1.7511400000000001,0.02107467243355915,82.95592020200793,32.5130496288876,0.0,0.0,0.0,0.0,0.0,32.533205865838596,0.0,0.0
Network-NoTest,structured,1.0,20,73.69633404458699,37.23905272688573,0.6394250576375012,1.474574244926562,73.05690898694948,37.595328093976505,1.6754499999999999,0.07715684864566005,71.38145898694947,37.631129927232834,25.75,0.321875,0.25820118198565223,0.3071148367145493,0.289830272150132,0.6392355369616619,0.0,0.0
Network-NoTest,structured,1.0,50,70.41674617053168,34.055536719914386,0.380757230181011,0.49796477610778683,70.03598894035068,34.05066216560031,1.7472999999999999,0.02637089764160928,68.28868894035068,34.04590220601857,17.64,0.2205,0.2052539077987717,0.23909539151477813,0.27579895650130165,0.5757544060575492,0.0,0.0
